MovieID,Count,Rating
1.0,49695.0,3.921239561324077
2.0,22243.0,3.2119768016904193
3.0,12735.0,3.1510404397330194
4.0,2756.0,2.8613933236574747
5.0,12161.0,3.064591727653976
6.0,23899.0,3.8349303318130468
7.0,12961.0,3.3664840675873777
8.0,1415.0,3.142049469964664
9.0,3960.0,3.0049242424242424
10.0,29005.0,3.430029305292191
11.0,18162.0,3.667712806959586
12.0,3845.0,2.6197659297789335
13.0,1461.0,3.272416153319644
14.0,6022.0,3.432082364662903
15.0,2910.0,2.7219931271477664
16.0,17394.0,3.7874554444061173
17.0,20667.0,3.9685730875308463
18.0,5203.0,3.3736305977320775
19.0,20938.0,2.6074123603018435
20.0,4084.0,2.8807541625857005
21.0,24116.0,3.581688505556477
22.0,9928.0,3.319399677679291
23.0,4250.0,3.1482352941176472
24.0,7971.0,3.199849454271735
25.0,21553.0,3.689509581032803
26.0,2755.0,3.628856624319419
27.0,1642.0,3.413520097442144
28.0,3154.0,4.057545973367152
29.0,8520.0,3.952230046948357
30.0,1281.0,3.633879781420765
31.0,9435.0,3.250344462109168
32.0,44980.0,3.8980546909737663
33.0,65.0,3.0076923076923077
34.0,32255.0,3.6430940939389242
35.0,1493.0,3.5016744809109177
36.0,20809.0,3.9427170935652844
37.0,85.0,3.0176470588235293
38.0,552.0,2.857789855072464
39.0,26254.0,3.413632208425383
40.0,886.0,3.646726862302483
41.0,4689.0,3.8521006611217743
42.0,2467.0,3.0551276854479124
43.0,2552.0,3.4684561128526648
44.0,10697.0,2.653874918201365
45.0,8933.0,3.3843613567670436
46.0,3205.0,3.2748829953198126
47.0,43249.0,4.053492566302111
48.0,13046.0,2.9461137513414073
49.0,236.0,3.5847457627118646
50.0,47006.0,4.334372207803259
51.0,27.0,2.5555555555555554
52.0,9320.0,3.541148068669528
53.0,150.0,3.6966666666666668
54.0,956.0,2.8546025104602513
55.0,939.0,3.241214057507987
56.0,70.0,1.8714285714285714
57.0,2439.0,3.324518245182452
58.0,11549.0,3.978396397956533
59.0,191.0,3.56020942408377
60.0,6313.0,3.114446380484714
61.0,2281.0,3.3231039017974573
62.0,19381.0,3.7318249832309993
63.0,2334.0,3.06662382176521
64.0,2086.0,2.829817833173538
65.0,4864.0,2.3942228618421053
66.0,2371.0,2.144242935470266
67.0,170.0,3.35
68.0,1238.0,3.4369951534733443
69.0,4288.0,3.560634328358209
70.0,12712.0,3.2774543738200124
71.0,1295.0,2.3552123552123554
72.0,1230.0,3.502439024390244
73.0,2955.0,3.8067681895093064
74.0,3514.0,3.3022196926579395
75.0,558.0,2.4623655913978495
76.0,3380.0,3.0090236686390535
77.0,221.0,3.429864253393665
78.0,1226.0,3.180668841761827
79.0,5535.0,3.1285456187895213
80.0,575.0,3.7243478260869565
81.0,3209.0,3.267373013399813
82.0,2538.0,4.004925137903862
83.0,594.0,3.653198653198653
84.0,158.0,3.4177215189873418
85.0,2714.0,3.531134856300663
86.0,4308.0,3.483402971216342
87.0,976.0,2.3596311475409837
88.0,4864.0,3.1076274671052633
89.0,3247.0,3.139821373575608
90.0,214.0,3.357476635514019
92.0,2303.0,2.8541033434650456
93.0,1966.0,2.528738555442523
94.0,4030.0,3.526923076923077
95.0,22104.0,3.0946435034382915
96.0,483.0,3.6873706004140785
97.0,1963.0,3.9964340295466125
98.0,81.0,2.4876543209876543
99.0,726.0,3.105371900826446
100.0,4115.0,3.22138517618469
101.0,4298.0,3.786295951605398
102.0,1992.0,2.4294678714859437
103.0,1133.0,3.2691968225948806
104.0,17915.0,3.4170806586659226
105.0,9620.0,3.326299376299376
106.0,134.0,3.4440298507462686
107.0,6376.0,3.2153387703889584
108.0,125.0,3.092
109.0,16.0,2.0625
110.0,53769.0,4.042533802004873
111.0,24481.0,4.110575548384461
112.0,11890.0,3.412573591253154
113.0,1089.0,3.1092745638200183
114.0,247.0,3.619433198380567
115.0,38.0,3.4078947368421053
116.0,949.0,3.9373024236037937
117.0,1264.0,3.589398734177215
118.0,1136.0,3.0110035211267605
119.0,264.0,2.772727272727273
120.0,147.0,2.880952380952381
121.0,837.0,3.7532855436081243
122.0,3888.0,2.8676697530864197
123.0,2309.0,3.9692507579038545
124.0,319.0,3.498432601880878
125.0,3518.0,3.7556850483229107
126.0,1376.0,2.312136627906977
127.0,41.0,3.2560975609756095
128.0,75.0,3.5
129.0,190.0,3.163157894736842
130.0,39.0,3.1153846153846154
131.0,194.0,3.2912371134020617
132.0,2123.0,2.773198304286387
133.0,19.0,2.6052631578947367
134.0,36.0,3.6527777777777777
135.0,6305.0,2.9980174464710547
136.0,102.0,3.549019607843137
137.0,226.0,3.2853982300884956
138.0,137.0,3.2846715328467155
139.0,41.0,3.073170731707317
140.0,5073.0,3.2938103686181748
141.0,22020.0,3.5122161671207994
142.0,41.0,3.0609756097560976
143.0,14.0,2.142857142857143
144.0,4505.0,3.4771365149833517
145.0,11975.0,3.2507724425887266
146.0,580.0,2.9120689655172414
147.0,4118.0,3.5829286061194754
148.0,357.0,2.8893557422969187
149.0,1091.0,3.6943171402383133
150.0,47777.0,3.86859786089541
151.0,12616.0,3.539037729866836
152.0,651.0,3.1044546850998462
153.0,32867.0,2.894727234003712
